text,label,post_id,targets
<number> years ago the germans were anti zionists but jews smeared them as nazis a term coined by jews which means simpleton to bury the term anti zionist if youve been called a nazi it means youre feeling the toxic effect of zionism but jews dont want you to call yourself anti zionist,1,14312289_gab,"[""Jewish"", ""Other""]"
our great grandparents had a society free of jews and other riff raff we deserve the same,1,14357240_gab,"[""Jewish""]"
if god gave his beloved jews the land of the arabs why didnt he gave them permission to practice central banking and usury,0,14362587_gab,"[""Jewish""]"
blacklivesmatter desperate to create their rfid chip black slave new world order where theyll ban cash and pay blacks with food only jews tell them they are the future just help us get rid of white people,0,14363928_gab,"[""African"", ""Caucasian"", ""Jewish""]"
since refugees acomplished the opposite of what jews wanted that the gentiles hate the arabs instead of the headquarters of satan israel,0,14385535_gab,"[""Arab"", ""Jewish"", ""Refugee""]"
coming together for christmas wow tesco has lost it mind for moslems and jews christmas is pagan celebration aside from fact that they would not eat turkey which is not halal i wish pork was traditional christmas dish in britain too then this advert would have had a different meaning,0,14449986_gab,"[""Islam"", ""Jewish"", ""None""]"
merry christmas is like whitesupremacy and ready to gas <number> <number> jews jews shit on our traditions diamonds,1,14489925_gab,"[""Jewish""]"
had they been dune coons jewess kohn would have called them peaceful protesters who were responding to discrimination and a racist society followed by jewscolding on how the natives need to adapt to immigrant demands whites advocating for white interests scares the shit of them,0,14503035_gab,"[""African"", ""Arab"", ""Jewish""]"
southern poverty law center mission statement dedicated to keeping blacks whites jews hispanics asians and everyone else as poor as possible both mentally and physically since <number>,0,14515332_gab,"[""African"", ""Arab"", ""Asian"", ""Caucasian"", ""Hispanic"", ""Jewish""]"
which filth do u mean the niggers jews spics chinks street shitting dotheads rag head camel fuckers gooks flips kikes slants or fags u can not swing a dead niglet these days without hitting some filth 😡,1,14524055_gab,"[""African"", ""Arab"", ""Asian"", ""Hispanic"", ""Homosexual"", ""Islam"", ""Jewish"", ""Other""]"
he was a race traitor who exchanged our nation for personal aggrandizement and kike shekels sloppy williamson should be forced to dig up buckley bones at gunpoint and then be beat to death with them,0,14525087_gab,"[""Jewish"", ""None""]"
adopting pro homosexual policies walmart plays both sides of the social issues culture war it does this by cultivating good relations with both homosexual activists like human rights campaign and christian conservative organizations like american family association afa,1,14533988_gab,"[""Caucasian"", ""Christian"", ""Heterosexual"", ""Homosexual"", ""Jewish"", ""Men"", ""None""]"
and our muslim puppet global elitist traitor governments keep importing these savages because they need an excuse to declare martial law if you think i am joking i remind you that martial law was declared in ma after the boston marathon bombing by muslim immigrants,0,14538042_gab,"[""Arab"", ""Islam"", ""Jewish"", ""Men"", ""Refugee"", ""Women""]"
bodies will hit the floor for that kike after i am done with lunch,1,14541274_gab,"[""Jewish""]"
the glorious minds of pol created that meme do you want me to tell you what they think of their meme being spread on a t shirt for shekels by a faggot jew who fucks niggers,1,14559172_gab,"[""African"", ""Homosexual"", ""Jewish""]"
naw it probably nigger obama fault shift the blame ok i blame the jews whatever please quit the bitch fit with azz it clogging up my gab feed and it retarded thanks,1,14560857_gab,"[""African"", ""Jewish"", ""Men"", ""Other"", ""Women""]"
why categorize all jews as villains such sweeping generalization and racism is why any legitimate arguments against rothschild zionists becomes diluted remember not all jews are zionists and definitely not rothschild zionists,0,14569054_gab,"[""Jewish"", ""None""]"
the nerve of jews they think poland is us senate to execute all their demands lol withjewsyoulose,1,14574518_gab,"[""Jewish""]"
c ville <number> now l2r j goodwin <number> d borden <number> c cantwell <number> r preston <number> a ramos <number> not pic d d mothersbaugh <number> albemarle county regional jail <number> peregory lane charlottesville va <number> our warriors are in jail <number> being white having ballz goyfundme com jailatm com,1,14707444_gab,"[""Caucasian"", ""Jewish""]"
sounds like a sham hit piece meh im giving a thumbs down and a since it came from a taco negro it already is suspicious i do wonder did he do it out of a need to virtue signal or is he getting a check from the jews,1,14724932_gab,"[""African"", ""Hispanic"", ""Jewish""]"
i have a feeling that the nazis would look at our left and be like hold up that brilliant i am writing that one down so we can use that demonize opponent in the media and normalize violence against them then gas the jews,0,1472569_gab,"[""Jewish"", ""Other""]"
gay jews crying that trump is stuffing federal judges with unqualified young people what qualities are they missing,1,14772724_gab,"[""Homosexual"", ""Jewish""]"
i am probably just over thinking it since the white rabbit graph rothchild copter thing marines at langley tick tock monday,0,14783700_gab,"[""Jewish"", ""None""]"
le americané have never seen jews in beast mode but the ones that live in dearborn michigan texas and houston are starting to see the light just give the rest some time zionism will take good care of that,1,14823147_gab,"[""Jewish""]"
i will take a military victory over a psychological one israel came in raped some sand nigger ass razed some real estate and then withdrew when deep state pressure started mounting,1,14844343_gab,"[""African"", ""Arab"", ""Islam"", ""Jewish"", ""None""]"
abortion illegal aliens open borders food stamps gay marriage etc etc all found in the constitution the right to bear arms not so much all libtards should be gassed democrat doug jones the second amendment has limitations breitbart news,1,14847064_gab,"[""African"", ""Hispanic"", ""Homosexual"", ""Islam"", ""Jewish"", ""None"", ""Other"", ""Refugee""]"
i wasn t born yesterday kike when i infiltrated the nuis on kikebook in <number> they had dozens of its not the jews its the zionists fake palestinian groups to fool the goyim get gassed kike,1,14874848_gab,"[""Jewish"", ""None""]"
your gonna fail due to defectors with multi ethnic families the africans muslims and asians think jew are white your gonna get us infighting then we lose big,0,14888001_gab,"[""African"", ""Arab"", ""Asian"", ""Islam"", ""Jewish""]"
what do you think would happen if a southern white interviewer went in to a black ghetto area in the us north of the mason dixon he would be treated like a black in israel jews are racist tribal and violent just like blacks,1,14892008_gab,"[""African"", ""Arab"", ""Jewish""]"
misogyny a ducklike gait joke and pubic hair joke on a neutral public yahoo group is not misogyny or harassment raping women girls holding them hostage and robbing 6 5 yo women is do not tell us about the rule of law hypocritical nazis,0,14900866_gab,"[""Islam"", ""Jewish"", ""None"", ""Women""]"
jews orchestrate white genocide because whites are the most powerful race the race of conquerors and supreme victors in military culture technology and all forms of civilization you sandniggers are all the same to me jew collaborators when convenient,1,14904587_gab,"[""Arab"", ""Islam"", ""Jewish"", ""Men"", ""Women""]"
good night fuck niggers and fuck kikes,1,14948289_gab,"[""African"", ""Jewish""]"
guardamerican draws the line at the sanctity of life unlike your gosnell crowd ethno cleansing blacks more than any nazi ever dreamed that your side the kk venezuela socialism euthenasia all you libs love death conservatives value life,1,14950466_gab,"[""African"", ""Jewish"", ""Men"", ""None"", ""Women""]"
oh you noticed i am actually a russian nazi jew nigger boomer millennial cuck racist faggot bigot moron what else ya got,1,14951760_gab,"[""African"", ""Islam"", ""Jewish"", ""Men"", ""Women""]"
thanks that was actually helpful to me as i wasn t following <user> always good to find more kike gassers as there a lotta gassin to do,1,14980106_gab,"[""Jewish"", ""None""]"
the arabs are all jews in sharia clothing,0,14991449_gab,"[""Arab"", ""Islam"", ""Jewish""]"
it much simpler than that bro he a shit tier hasbara kike playing the muh freedom loving white man lol same old routine with these clowns,0,15016427_gab,"[""Homosexual"", ""Jewish"", ""Men""]"
elite looters try to destroy history no public school teaches that moslems invaded europe with help from jewish traitors at the gate or that the inquisition was reparations for jews selling white christians as slaves to moslems,1,15019573_gab,"[""Islam"", ""Jewish"", ""None""]"
the only people trump is playing chess against are the american people the jew controlled alt right are full of liars and traitors ask yourselves would adolf hitler shake netanyahu hand would he prostrate himself like a bitch before the wailing wall,1,15024908_gab,"[""Jewish"", ""Women""]"
i dont care about hitler because i care about western people hitler allows millions of jews to pose as neonazis to cuck millions of gentiles from rebelling against jews for fear of being called a nazi,0,15031980_gab,"[""Jewish"", ""None""]"
the same kike that will lump all muslims will turn around and say not all jews get fucking gassed kike,1,15040986_gab,"[""Arab"", ""Islam"", ""Jewish""]"
